Patent_ID,Patent_abstract,cleaned_and_stemmed_nouns_verbs_abstract
CN2136989Y,"The utility model relates to a mechanical continuous type socket for fiber-optic connectors which can be repeatedly plugged and pulled. The socket for fiber-optic connectors is composed of three components: a socket body, a casing tube and a spring expansion ring, wherein, the socket body comprises a head sleeve for placing the casing tube, the ring groove of the spring expansion ring which is tabled with the socket body, thread outer tubes which is positioned at the two ends of the socket body and is screwed with the plug of a fiber-optic connector, etc. The socket body is made into in an integral forming processing method to ensure the concentric precision of the fiber-optic socket and plug after being tabled; consequently the loss of the splicing points of the optical transmission is decreased, and the change of the loss value caused by being repeatedly used is made to be minimum. The socket for fiber-optic connectors has convenient assembly, only the casing tube is loaded in the head sleeve, and the spring expansion ring is inserted to fix.",util model relat type socket fiber connector be plug pull socket fiber connector is compos compon socket bodi case tube spring expans ring wherein socket bodi compris head sleev place case tube ring groov spring expans ring is tabl socket bodi outer tube is posit end socket bodi is screw plug connector etc socket bodi is made form process method ensur precis fiber socket plug be tabl loss splice point transmiss is decreas chang loss valu caus be use is made be socket fiber connector ha conveni case tube is load head sleev spring expans ring is insert fix
CN2446159Y,"The utility model discloses a high strength woven consolidated geogrid. High strength polypropylene or polyethylene strips are used as stress units, and alternately concave and convex pattern stripes are pressed on both faces of a plastic tapes. The plastic tapes are longitudinally and transversely crossed to be woven into grids, or the weaving method that transverse tapes are fixedly clamped among longitudinal tapes or longitudinal tapes are fixedly clamped among transverse tapes. The crossing points are connecting points, and the crossing points of the plastic tapes which are longitudinally and transversely crosswise woven are fixedly connected. The high strength woven consolidated geogrid has the characteristics of high tensile strength, large friction coefficient, firm connecting points, and favorable interlocking performance, and the transverse and the longitudinal tapes are not easy to separate.",util model disclos strength consolid high strength polypropylen polyethylen strip are use unit concav convex stripe are press face tape plastic tape are cross be woven grid weav method transvers tape are clamp tape tape are clamp tape cross point are connect point cross point plastic tape are crosswis woven are connect strength consolid geogrid ha characterist tensil strength friction coeffici firm connect point interlock perform transvers tape are separ
CN200610152455.0,"The invention discloses a link load sharing method, where the links of plural ports on a transmitter are backups, mutually, and plural links can be in working state at the same time but serve different objects. And it also discloses a transmitter, comprising configuration unit, sub-instance dividing unit and central transmitting unit. Thus, plural links can work at the same time, avoiding bandwidth waste.",invent disclos link load share method link port transmitt are backup link be work state time serv object disclos transmitt compris configur unit instanc divid unit transmit unit thu link work time avoid wast
JP2006009669,"PROBLEM TO BE SOLVED: To provide a centrifugal blower in which the efficiency is improved by linearizing the change in wind speed from the inside diameter to the outside diameter of a shroud.  SOLUTION: An impeller 28 is arranged in a casing 12. A plurality of blades 34 are erected from a substrate 30 in the impeller 28. The ring-like shroud 36 is arranged in the blade 34. The shroud 36 is inclined so that the nearer to the periphery from the center, the shorter the distance from the shroud 36 to the substrate 30 becomes. The shroud 36 is formed in such an arcuate shape in radial cross section so that the change in wind speed from the inside to the outside diameter of the shroud becomes linear.  COPYRIGHT: (C)2006,JPO&NCIPI",problem to be solv provid blower effici is improv linear chang wind speed insid diamet diamet solut impel is arrang case a plural blade are erect substrat impel ring shroud is arrang blade shroud is inclin nearer peripheri center distanc shroud substrat becom shroud is form shape cross section chang wind speed insid diamet becom copyright c jpo ncipi
CN1533100A,"This invention relates to a protection method for coupling SCTP between a master and a standby processor in IP network including the following steps: The local master and standby processors set up SCTP coupling with the opposite end points, the master coupling enters into the setting-up state and the standby one enters into the coupling backup set-up state. The coupling set up on the master one carries out a complete SCTP protocol stream and the standlry enters into the state of setting up the backup. When the coupling on the master breaks off or closes, the master and standby are switched to operate normally. This method has no specific demand on the realization method of the local IP network layer and its opposite layer. It is in convenient use and high efficiency.",invent relat protect method coupl sctp master standbi processor ip network includ step master processor set sctp coupl end point master coupl enter set state enter coupl backup set state coupl set master carri sctp protocol stream standlri enter state set backup coupl master break close master standbi are switch oper method ha demand realiz method ip network layer layer is conveni use effici
CN2435789Y,"The utility model relates to a new portable reader for scanning and decoding, which comprises a casing, a power supply system, a photoelectric scanning system, a signal shaping system and a decoding system. The utility model is characterized in that a data memory system and a wireless transmission communication system for transmitting and receiving frequency-modulating signals are arranged after the decoding system; the photoelectric scanning system, the signal shaping system, the decoding system, the data memory system, the wireless transmission communication system and the power supply system are all together sealed in the casing, wherein, the decoding system is composed of two parts, a bar code decoding system and a decoding system for numbers, western characters and special characters. The utility model can automatically read clear codes and hidden codes, and bar codes and optical characters, and can carry out information communication in a wireless communication mode.",util model relat reader scan decod compris case power suppli system scan system signal shape system decod system util model is character data memori system transmiss commun system transmit receiv frequenc modul signal are arrang decod system photoelectr scan system signal shape system decod system data memori system wireless transmiss commun system power suppli system are seal case wherein decod system is compos part bar code decod system decod system number charact charact util model read code code bar code charact carri inform commun commun mode
KR0131008B1,"The radiation hardening a resin composition is composed by containing (a) 100wt% of preparatory polymer including ammonium salt of formula(I), (b) 50-400wt% of radiation hardening monomer(reactive dilutant) to 100wt% of preparatory polymer, (c) 2-40wt% of radiation initiator to 100wt% of final resin composition and (d) a small dose of other additives. In the formula, R1 is alkyl group indicated as -[-O(CH2)l- - where l is the integer from 2 to 6. R2 and R3 means formula(II) and formula(III) respectively where n, o and q are the integers from 1 to 6, and p for the integer from 0 to 6, x for chlorine, bromine or methyl sulfate and a+b+c=3 where c is a necessary component and a and b is selectively used.",radiat harden resin composit is compos contain wt polym includ ammonium salt formula b wt radiat harden dilut wt polym c wt radiat initi wt resin composit d dose addit formula r is group indic o ch l l is integ r r mean ii formula iii o q are integ p integ x bromin methyl sulfat b c c is compon b is
US4102989A,"Calcium sulfate is decomposed to CaO and SO2 by high temperature treatment in a fluidized bed wherein reductive and oxidative conditions are simultaneously maintained. A highly reducing gas is formed in the lower portion of the bed from partial combustion of the fuel in admixture with the primary fluidizing air. The quantity of the primary fluidizing air is limited so that the reducing conditions in the lower zone converts the CaSO4 to a mixture of CaO and CaS. Secondary air is introduced at a higher level in the bed to create an oxidizing zone in the upper portion of the bed above the reducing zone capable of converting CaS to CaO. The concurrent use of such reducing and oxidizing zones permits reducing conditions to be maintained which favor a high rate of decomposition even though these conditions favor the formation of CaS as well as CaO. The undesirable CaS, which would otherwise be discharged with the CaO product is eliminated by circulation of the fluidized particles through the oxidizing zone. Further, the heat of the exothermic reactions is conserved and utilized for promoting the endothermic reactions, both types of reactions occuring simultaneously while the rapid fluidized circulation of solids maintains a relatively uniform temperature throughout the bed.",calcium sulfat is decompos cao so temperatur treatment bed wherein reduct condit are maintain a reduc ga is form portion bed combust fuel admixtur fluidiz air quantiti fluidiz air is limit reduc condit zone convert caso mixtur cao ca secondari air is introduc level bed creat oxid zone portion bed reduc zone convert ca cao concurr use reduc oxid zone permit reduc condit be maintain favor rate decomposit condit favor format ca cao ca be discharg cao product is elimin circul particl oxid zone further heat reaction is conserv util promot reaction type reaction occur circul solid maintain temperatur bed
CN200710167203.X,"This invention discloses a sort of back-light module, and it consists of an optics film and an outline border. The optics has one side at least, and two gaps which are formed in the side and they locate in the different height apart. The outline border has a flute in order to contain the optics film in the flute. There have two projections which correspond the gap in the flute, and the projectionlocates in the gap when the optics film is packed in the outline border.",invent disclos sort light modul consist optic film border optic ha side gap are form side locat outlin border ha flute order contain optic film flute have project correspond gap flute projectionloc gap optic film is pack outlin border
US7865196B2,"Embodiments of the present invention provide a method, apparatus and system for wireless stations periodically operating over a channel pre-designated for wireless stations to communicate and establish IBSS connections. Embodiments of the invention may provide a high probability that the stations may efficiently communicate. Additional features are described and claimed.",embodi invent provid method apparatu system wireless station oper channel pre design wireless station commun establish ibss connect embodi invent provid probabl station commun addit featur are describ claim
TW200426114,"A method for preparing nanosilver colloids comprising mixing preheated trisodium citrate solution and silver nitrate solution, heating the mixture and cooling the heated mixture.",method prepar colloid compris mix preheat citrat solut silver solut heat mixtur cool mixtur
CN200610013813.X,"A roller bracket framework for the dryer relates to the roller rotating no friction in the case and support on the back cover that can maintain the lever radial axes. It consists of roller and the radial axes installed on the back of the roller which includes the bracket installed on the back of roller, supporting part of the hollow which installed on upper side of the bracket and has the appointing inside depth, the ball substance installed on the hollow part, the axes formed by the axis inserted inside the ball and extended some length along the outer circumference of the ball, the cover ofthe bracket with the axis supporting part for the run-through axis, the first sealing part installed on the supporting fixer and cover of the bracket, the second sealing part inserted inside of the axis supporting part. The configuration talks above can reduce the friction heat by the process of the rotating and prevent the leakage of the lubricating oil outside the axis.",roller bracket framework dryer relat roller rotat friction case support cover maintain lever axe consist roller axe instal back roller includ bracket instal back roller support part hollow instal side bracket ha appoint ball substanc instal part axe form axi insert ball extend length outer circumfer ball cover ofth bracket axi support part run seal part instal support fixer cover bracket part insert axi support part configur talk reduc friction heat process rotat prevent leakag oil axi
CN1138259A,"Providing capability for increasing, decreasing, or changing types of bandwidth associated with a telecommunication call during the call and through out the call path. New messages can allocate or deallocate bandwidth associated with the call at each intervening switching node through out the call path. All switching nodes of a switching system involved with the resulting call consider the call as a single call. The new messages allow adding video capability to a voice call and, at a still later point in time, removing the video capability from the call. The result is convenience to telecommunication users in that the user is able to utilize any type or amount of bandwidth during a multimedia call. Yet, at any given point in time, the user pays only for the bandwidth that is being utilized.",provid capabl increas decreas chang type bandwidth associ telecommun call call path new messag alloc dealloc bandwidth associ call interven switch node path switch node switch system involv result call consid call call messag allow ad video capabl voic call point time remov video capabl call result is conveni telecommun user user is util type amount bandwidth multimedia call given point time user pay bandwidth is be
JPS5915734A,"PURPOSE:To prevent foreign matters from entering through the opening of a partition plate by a constitution wherein the openings for mounting a dust proof net are respectively provided on an indoor and an outdoor partition plates of a unit and furthermore the dust proof net and an opening closing damper are mounted on each opening in the ventilating device of the monobloc type window air conditioner. CONSTITUTION:The opening 7 is provided on the partition plate 5. A net part 15 is mounted so as to oppose to the opening 7 when the catch part 14 arranged at the left end of the dust proof net 16 is hanged to the opening 7. The projections 17 of a door 18 are mounted by piercing the holes 21 of the dust proof net 16 and the holes 22 of the partition plate 5. The door 18 is fixed to the partition plate 5 by the elastic expansion of the projections 17 after their piercing of the holes 22. The door 18 is open and closed about an axis 9, however foreign matters are prevented from entering from outside by means of the dust proof net 15.",purpos prevent matter enter open partit plate constitut open mount proof net are provid indoor partit plate unit furthermor dust proof net open close damper are mount open devic monobloc type window air condition constitut open is provid partit plate part is mount oppos open catch part arrang end proof net is hang open project door are mount pierc hole proof net hole partit plate door is fix partit plate expans project pierc hole door is close matter are prevent enter mean proof net
CN2424592Y,"The utility model relates to a high resistance isolator for a protocol analyzer, which comprises a coupling coil and two resistors respectively connected with the output end of the coupling coil. The resistance value of the resistors can select resistors with resistance value of 1K omega, and the comprehensive transformation ratio of transformers in the coupling coil and the protocol analyzer is 1: 1. The utility model can not only solve the problem that because of the introduction of a detection device, the normal operation of a detected system is affected, but simultaneously the precision of the detection is also improved.",util model relat resist isol protocol analyz compris coupl coil resistor connect output end coupl coil resist valu resistor select resistor resist valu k omega transform ratio transform coupl coil protocol analyz is util model solv problem introduct detect devic oper system is affect precis detect is improv
JP2003249358A,"PROBLEM TO BE SOLVED: To improve the throughput for manufacturing OLED devices using a deposition mask.  SOLUTION: This alignment device comprises (a) a base having a first set of alignment pins and a second set of alignment pins, (b) a series of plate segments fixed to the base, (c) a frame having an opening portion aligned to the plate segments, the frame being formed with holes for receiving the first set of alignment pins, (d) the frame defining a groove for receiving a cross bar, (e) a magnetic cross bar arranged in the groove for receiving the cross bar, (f) a plurality of magnetic mask segments arranged on the plate, (g) a transparent flat plate contacting the second set of alignment pins and the deposition mask and having a size large enough to expose the segments to the deposition mask, and (h) means for fixing the magnetic mask segments to the peripheries of the frame.  COPYRIGHT: (C)2003,JPO",problem to be solv improv throughput manufactur ole devic use deposit mask solut devic compris base have set pin set align pin b seri segment fix base c frame have open portion align plate segment frame be form hole receiv set pin d frame defin groov receiv cross bar e cross bar arrang groov receiv cross bar f plural mask segment arrang plate g plate contact set pin deposit mask have size expos segment deposit mask h mean fix mask segment peripheri frame copyright c jpo
JPH06112337A,"PURPOSE:To enable attainment of a package for a semiconductor device which has a high airtightness with all its simple construction and which can be grounded excellently, facilitates surface packaging and, in addition, is inexpensive. CONSTITUTION:A substrate 1 which is constituted of ceramic and in which a through hole 7 filled up with a metal 8 is formed, and a metal plate 6 which is so fixed on the outside (or the inside) of the ceramic substrate 1 as to cover the through hole 7 and connected conductively with the metal 8 filling up the through hole 7, are provided. The metal plate 6 fixed on the outside of the ceramic substrate 1 and a lead 5 fixed likewise on the outside of the ceramic substrate 1 are constituted of the same material and the packaging surfaces thereof form the same flat surface.",purpos enabl attain packag semiconductor devic ha airtight construct be ground facilit surfac packag addit is constitut a substrat is constitut hole fill metal is form metal plate is fix outsid insid substrat cover hole connect metal fill hole are provid metal plate fix outsid substrat fix likewis outsid substrat are constitut materi packag surfac thereof form surfac
WO2002047427A2,"A wireless communications network (10) includes a first base station system (40) that performs wireless communications according to a first protocol (e.g., 1xEV-DO protocol) and a second base station system (14) that performs wireless communications according to a second, different protocol (e.g., IS-2000). A link is provided between the first and second base station systems (40, 14) to enable a network-initiated handoff procedure. If a source base station systems detects that a handoff of a mobile station to a target base station system is required, the source base station system exchanges messaging over the link with the target base station system to perform the handoff. In one example, the handoff is a hard handoff.",wireless commun network includ base station system perform wireless commun accord protocol e g xev do protocol base station system perform wireless commun accord protocol e g is link is provid base station system enabl network initi handoff procedur sourc base station system detect handoff station target base station system is requir sourc base station system exchang messag link target base station system perform handoff exampl handoff is handoff
US4861739A,"The invention involves composite structures of multiple phases, at least two of which are inorganic crystalline compositions that are contiguous and have a common crystal framework and structure, and at least one of them contains phosphorus and aluminum atoms as part of its crystalline framework structure; and to processes for making the same. It is desired that each phase has a microporous molecular sieve structure. The process involves the growth of a crystalline structure constituting such a phase in the presence of crystals of another of such a phase. Preferably, the process involves a hydrothermal crystallization treatment of the precursors to such phase.",invent involv structur phase are crystallin composit are have crystal framework structur contain phosphoru aluminum atom part crystallin framework structur process make is desir phase ha siev structur process involv growth crystallin structur constitut phase presenc crystal phase prefer process involv crystal treatment precursor phase
CA2587382A1," The present invention relates to peptide compounds that are agonists of the erythropoietin receptor (EPO-R). The invention further relates to therapeutic methods using such peptide compounds to treat disorders associated with insufficient or defective red blood cell production. Pharmaceutical compositions, which comprise the peptide compounds of the invention, are also provided.",invent relat peptid compound are agonist erythropoietin receptor epo r invent relat method use compound treat disord associ insuffici blood cell product pharmaceut composit compris peptid compound invent are provid
CN1412212A,"In the mixed solvent using non-polar solvent as main component the metal lithium and alpha-methylstyrene or isoprene are reacted to directly prepare bifunctionality anionic oligomer. Its mixed solvent uses arene or paraffine or their mixture as main component, contains ether or amine or both mixture, in which arene and paraffine content is 50-99.9% (valoume) and ether and amine content is 0.1-50% (valume), the conjugated arene and metal lithium are reacted for 1-6 hr. under the condition of -50- -50 deg.C to obtain reactino product, said product is filtered to obtain bifunctionality initiator.",solvent use solvent compon metal lithium methylstyren isopren are react prepar bifunction oligom use aren paraffin mixtur compon contain amin mixtur aren paraffin content is ether amin content is aren metal lithium are react hr condit c obtain product said product is filter obtain bifunction initi
CN1536913A,"The invention refers to a device for mobile phone which can save electricity automatically after having received a call. It sets sensor (such as electrostatic sensor) on one side surface at the receiving part of the mobile phone, the sensor is connected to the control circuit of the mobile phone, when the user receives a call, the skin contacts the sensor, the sensor transits a contact signal to the control circuit, makes the control circuit to operate the background light of the mobile phone in off state, thus, the mobile phone can turn off the background light when the user listening to a call, and in order to reduce the unnecessary consumption of power.",invent refer devic mobil phone save electr have receiv call set sensor side surfac receiv part phone sensor is connect control circuit phone user receiv call skin contact sensor sensor transit signal control circuit make control circuit oper background light phone state phone turn background light user listen call order reduc consumpt power
CN1962186B,"The invention relates to a method for using error compensation to repair the shape of tooth of gear shaver, wherein said method comprises firstly testing the rod height HOP of a gear shaver, calculating out the actual normal index arc tooth thickness Sn0 of the gear shaver, based on the non-backlash meshing formula of a screw gear, calculating the transcendental equation, and calculating out the mesh angle of end surface alphat0' and the meshing line length L, thereby confirming the accuracy of the non-backlash meshing point curvature radius relation-ship formula; using formula to calculate out the repair amount of each point; and correspondingly stacking the calculated results into last repair curvature, thereby eliminating the important factors which affect the inaccuracy of the repair curvature. The invention can reduce the repeat repair of the gear shaver and trial shave number to 2-3 times.",invent relat method use compens repair shape tooth shaver wherein said compris test rod height hop shaver calcul index arc sn gear shaver base backlash mesh formula screw gear calcul equat calcul angl end surfac mesh line length l confirm accuraci backlash mesh point curvatur radiu relat ship formula use formula calcul repair amount point stack result repair curvatur elimin factor affect inaccuraci repair curvatur invent reduc repeat repair gear shaver trial shave number time
CN200410073746.1,"The invention is to set control domain id in the nodes in network that includes follow steps: a) in negotiating procedure of building control channel between nodes, each node sends the self control domain id to opposite end node; b) after each node receives the control domain id of opposite end node, it decides if it is identical with its own control domain id, if yes, then determines both of them are in same control domain, otherwise, determines both of them are not in same control domain, and the routing type between itself and opposite end is inter-domain route; c) each node reports information about routing type acquired from step b to routing protocol.",invent is set control domain id node network includ step negoti procedur build control channel node node send self control domain id end node b node receiv control domain id end node decid is control domain ye determin are control domain determin are control domain rout type end is domain rout c node report inform rout type acquir step b rout protocol
US4854379A,"A vapor block resistant liquid artery structure for heat pipes. A solid tube artery with openings is encased in the sintered material of a heat pipe wick. The openings are limited to that side of the artery which is most remote from the heat source. The liquid in the artery can thus exit the artery through the openings and wet the sintered sheath, but vapor generated at the heat source is unlikely to move around the solid wall of the artery and reverse its direction in order to penetrate the artery through the openings. An alternate embodiment uses finer pore size wick material to resist vapor entry.",vapor block liquid arteri structur heat pipe a tube arteri open is encas materi heat pipe wick open are limit side arteri is heat sourc liquid arteri exit arteri open wet sheath vapor gener heat sourc is move wall arteri revers direct order penetr arteri open embodi use size materi resist entri
US6563049B,"An electrical system comprised of modular components which quickly assemble to create common lighting and general utility electrical circuits. All wiring is completed in the electrical box prior to installing the electrical devices such as switches and receptacles, thereby eliminating the need for extra length wires in the electrical boxes and the timely, cumbersome wiring practices associated with conventional residential electrical circuits. The electrical devices plug into the prewired electrical box, thereby providing quick and easy removal and replacement of the device in the event of failure. The common residential lighting and general utility circuits are automatically configured by simply selecting the proper electrical components. A dedicated earth ground is automatically carried to each electrical component with no effort on the part of the installer, thereby providing safer electrical circuits. The cables have a specific exterior profile to insure proper connection with the electrical boxes, thereby assuring proper configuration of the electrical circuits. The electrical system also eliminates the need for wire nuts. The modular electrical components include the following: a wallbox (1), a receptacle module (2), a ganging module (3), a 2-way-switch module (4), a 3-way-switch module (5), a 4-way-switch module (6), a dimmer switch module (7), a fan-control switch module (8), a timer switch module (9), a GICI-receptacle module (10), a 240-volt receptacle module (11), a junction box (12), a light box (13), a 2-wire jumper (14), a 4-wire jumper, (15), a wallbox jumper (16), a 3-conductor cable (17), a 4-conductor cable (18), and a 5-conductor cable (19).",system compris compon assembl creat light util circuit wire is complet box instal devic switch receptacl elimin need length wire box cumbersom wire practic associ circuit devic plug box provid remov replac devic event failur light util circuit are configur select compon earth ground is carri compon effort part instal provid safer circuit cabl have profil insur connect box assur configur circuit system elimin need wire nut compon includ follow wallbox receptacl modul gang modul way switch modul way switch modul way switch modul dimmer switch modul fan control switch modul timer switch modul gici receptacl modul receptacl modul junction box box wire jumper wire jumper wallbox jumper conductor cabl conductor cabl conductor cabl
DE10136474A1,"AbstractTranslated from German The invention relates to an electronic circuit for operating a high-intensity discharge HID lamp, in particular an ultra-high-pressure UHP lamp, as are preferably used in image projectors. The circuit comprises a lamp driver 110 for providing a regulated lamp current for the operation of the HID lamp 422 and a brightness sensor 130 for generating and outputting a sensor signal which represents the brightness of the light generated by the lamp on the image generator. The lamp driver 110 regulates the lamp current so that the brightness of the light from the lamp remains constant. The object of the invention is to further develop the electronic circuit or the image projector in such a way that the regulation of the brightness over the entire service life of the lamp 322 and the use of simpler and therefore more cost-effective sensors is possible. This object is achieved by a filter 140 which filters the sensor signal high-pass before it is fed as a control signal to the lamp driver 110 and in particular to a control unit within the lamp driver.",abstracttransl invent relat circuit oper intens discharg hid lamp pressur uhp lamp are use imag projector circuit compris lamp driver provid lamp oper hid lamp bright sensor gener output sensor signal repres bright light gener lamp imag gener lamp driver regul bright light lamp remain object invent is develop circuit imag projector way regul bright servic life lamp use simpler cost sensor is object is achiev filter filter pass is fed control signal lamp driver control unit lamp driver
US7606192B2,"Embodiments of the present invention can be used to efficiently transmit access control and traffic information. In one embodiment, the invention includes generating an access control burst to be transmitted from a radio to a first remote radio, and generating a traffic burst to be transmitted from the radio to a second remote radio, the traffic burst being part of an existing logical connection between the radio and the second remote radio. Then the inventions can include transmitting a signal including the access control burst and the traffic burst in a timeslot on a carrier. This signal can be transmitted from a plurality of antenna elements using spatial processing.",embodi invent be use transmit access control traffic inform embodi invent includ gener access control burst be transmit radio remot radio gener traffic burst be transmit radio remot radio traffic burst be part exist connect radio remot radio invent includ transmit includ access control burst traffic burst timeslot carrier signal be transmit plural element use process
US6299882B1,"The present invention provides methods and reagents for inducing active immunity in animals. In particular, the present invention provides recombinant herpesviruses having foreign DNA that are capable of inducing immunity to the herpesvirus and/or the source of the foreign DNA. The present invention also provides mutant herpesviruses having portions of their genome deleted. Preferably, foreign DNA is introduced, or portions of the genome are deleted, in the UL54.5 open reading frame of avian herpesviruses or the UL43 open reading frame of Marek's disease virus.",invent provid method reagent induc immun anim invent provid herpesvirus have dna are induc immun herpesviru sourc dna invent provid herpesvirus have portion genom delet prefer dna is introduc portion genom are delet ul read frame herpesvirus ul read frame marek diseas viru
CN200410053795.9,"The invention discloses a nano grade pearl cream which comprises an oil phase and an aqueous phase with a volumetric ratio 1:0.5-2, the aqueous phase comprises nano pearl liquid having nano level pearl powder with grain diameter less than 100nm, the mass content of the nano pearl powder in the nano pearl liquid is 0.2-20% g/ml.",invent disclos nano grade pearl cream compris oil phase phase ratio phase compris pearl liquid have level pearl powder grain diamet mass content nano pearl powder nano pearl liquid is ml
US7062282B2,"Frequency synchronization bursts are detected for a radio communication system such as a GSM cellular telephone network using a two stage correlation process. A first unit performs a first set of correlations to identify receipt of the frequency synchronization burst. A preliminary identification is declared when the moving average of the first set of correlations, normalized for received power, exceeds a threshold value for a number of contiguous samples. After a preliminary identification is made, a second unit performs a second set of correlations to confirm the detection of the frequency synchronization burst. The second correlations are preferably also normalized and confirmation of detection is declared when the normalized moving average of the second stage correlation exceeds a threshold value for a number of contiguous samples.",frequenc synchron burst are detect radio commun system gsm telephon network use stage correl process a unit perform set correl identifi receipt frequenc synchron burst identif is declar move averag set correl normal power exce valu number sampl identif is made unit perform set correl confirm detect frequenc synchron burst correl are normal confirm detect is declar averag stage correl exce valu number sampl
CN1015763B,"To improve precision of mounting position for a mounting lug by positioning a cathode-ray tube and mounting a first reinforcing member on a side of a panel and next positioning the cathode-ray tube again and then mounting a second reinforcing member.   A cathode-ray tube is mounted on a suction disc 16 and a spherical receiving part 17 in accordance with a positioning pin 29 in a bulb positioning structure 27, and next a bulb pressing structure 28 is actuated to position the cathode-ray tube 1. In succession, vacuum suction of the suction disc 16 is operated to exactly hold the cathode-ray tube 1. Next, a tape 2 is wound around a side of a panel, and the sucking fixation is released once, and then the bulb positioning structure 27 and the bulb pressing structure 28 are made to move forward again in order to modify minimum rotational shift so that the position alignment of the cathode-ray tube 1 is performed. In succession, the vacuum suction of the suction disc 16 is operated again to securely hold the cathode-ray tube 1 and mount a second reinforcing member (a reinforcing metallic part) 3. Since the position alignment of the cathode-ray tube 1 is performed twice, a mounting lug 3a of the reinforcing metallic part 3 can be mounted with high precision on the cathode-ray tube 1 after the completion of reinforcement.",improv precis mount posit mount lug posit cathod ray tube mount reinforc member side panel posit cathod ray tube mount reinforc member a cathod ray tube is mount suction disc receiv part accord posit pin bulb posit structur press structur is actuat posit cathod ray tube success vacuum suction suction disc is oper hold cathod ray tube tape is wound side panel suck fixat is releas bulb posit structur bulb press structur are made move order modifi shift posit align cathod ray tube is perform success vacuum suction suction disc is oper hold cathod ray tube mount reinforc member reinforc part posit align cathod ray tube is perform mount lug reinforc part be mount precis cathod ray tube complet reinforc
US4806709A,"A method and apparatus are disclosed for determining the location of a designated point on an electrically sensitive touch-screen surface while minimizing aberrations introduced by non-uniformity in the field applied to the surface, by attaching a plurality of field-producing discrete point electrodes to widely spaced points on the surface in a predetermined geometric pattern and by measuring the currents drawn from the point electrodes upon the capacitive touching of a designated location on the surface.",method apparatu are disclos determin locat point touch surfac minim aberr introduc uniform field appli surfac attach plural field produc point electrod point surfac pattern measur current drawn point electrod touch locat surfac
US6576329B2,"A thermoplastic film comprising a core layer comprising a polyolefin wherein the core layer comprises the interior of the film; and a first skin layer comprising a silicone grafted polymer, wherein the first skin layer is exterior to the core layer.",film compris core layer compris polyolefin core layer compris interior film skin layer compris silicon graft polym skin layer is core layer
CN200710188108.8,"The invention discloses a channel protection rearranging method for optical network equipment. The method comprises the following steps: when optical transfer network equipment detects a failure, the optical transfer network equipment rearranges services to an optical transfer network backup channel from an optical transfer network main channel, and an optical transfer network alarm indication signal is transmitted to passive optical network equipment; when the passive optical network equipment detects a failure, the passive optical network equipment detects whether the optical transfer network alarm indication signal is received or not, if so, the alarm generated by the passive optical network equipment is shielded so that the passive optical network equipment is not subject to channel protection rearrangement. The invention also discloses optical transfer network equipment and passive optical network equipment. In the invention the passive optical network equipment shields the alarm generated by the passive optical network equipment by detecting whether the optical transfer network alarm indication signal is received or not, so that when the optical transfer network has a failure, but the passive optical network works normally, useless alarm of the passive optical network and the following useless rearrangement can be avoid.",invent disclos channel protect rearrang method network equip method compris step transfer network equip detect failur transfer network equip rearrang servic transfer network channel transfer network channel transfer network alarm indic signal is transmit passiv network equip network equip detect failur network equip detect transfer network alarm indic signal is receiv alarm gener network equip is shield network equip is channel protect rearrang invent disclos transfer network equip network equip invent network equip shield alarm gener network equip detect transfer network alarm indic signal is receiv transfer network ha failur network work alarm network rearrang be
CN200510118254.4,"The invention relates to a method for calling the user terminal of IP multimedia subsystem, which comprises: the inquire-call conservation control function module (I-CSCF) inquires the register position of called user to the attaching user server (HSS); I-CSCF, based on the response of HSS, sends the conservation initialize protocol (SIP) request to the service-call conservation control function module (S-CSCF); when the S-CSCF is overtime to the response of SIP sent from I-CSCF, I-CSCF reselects S-CSCF, and sends SIP request to S-CSCF. With said invention, if the S-CSCF that processing the IMS non-registered service feedback from HSS, do not feedback response caused by device accidence or communication interruption, I-CSCF can reselect other S-CSCFA to process said non-register service of said IMS user, to improve the service quality.",invent relat method call termin ip multimedia subsystem compris inquir call conserv control function modul cscf inquir posit call user attach user server hss cscf base respons hss send conserv initi protocol sip request servic call conserv control function modul s cscf s cscf is respons sip sent cscf cscf reselect s cscf send sip request s cscf said invent s cscf process im non regist servic feedback hss do feedback respons caus devic accid commun interrupt cscf reselect s cscfa process said regist servic said im user improv servic qualiti
US5313191A,A warning device is provided for use in an electric vehicle which includes a frame member and ground engaging wheels operative mounted relative to the frame member. An electric motor is operatively connected to the frame member and the ground engaging wheels for supplying rotational motion to the ground engaging wheels. A switch member is provided for selectively energizing the electric motor. An indicator member is provided for indicating to an operator that the electric vehicle has completed a preparing to start operation. The switch member may be a switch for operatively connecting the electric motor to a source of power. The indicator member may provide a visual display or an audible sound for warning the operator.,warn devic is provid use vehicl includ frame member ground engag wheel oper mount frame member motor is connect frame member ground engag wheel suppli motion ground engag wheel a switch member is provid energ motor indic member is provid indic oper vehicl ha complet prepar start oper switch member be switch connect motor sourc power indic member provid display sound warn oper
